Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Days to Ship,Profit Margin %,Revenue Per Unit,Is Loss,Discount Level,Order Year,Order Month,Order Quarter,Fraud Flag,Stock_On_Hand,Reorder_Point,Lead_Time_Days,Units_Sold,Stock_After_Sale,Restock_Needed,Supplier,Warehouse,Unit_Cost,Inventory_Value,Stock_Status
5324,CA-2017-134439,2017-09-18,2017-09-23,Second Class,TM-21010,Tamara Manning,Consumer,United States,Grand Island,Nebraska,68801,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,2,0.0,7.98,5,50.0,7.98,0,No Discount,2017,9,Q3,0,559,100,2,2,557,0,PaperMart Direct,West Warehouse,3.99,2230.41,In Stock
734,CA-2017-131954,2017-01-21,2017-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0.0,86.3856,4,48.0,59.99,0,No Discount,2017,1,Q1,0,92,35,5,3,89,0,DigiSupply Co.,Central Hub,31.19,2869.48,In Stock
8965,CA-2016-157280,2016-11-05,2016-11-07,First Class,LW-17125,Liz Willingham,Consumer,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8,5,0.0,75.68,2,10.0,151.36,0,No Discount,2016,11,Q4,0,71,50,4,5,66,0,OfficePro Distributors,Central Hub,136.22,9671.62,In Stock
4823,CA-2016-134222,2016-07-10,2016-07-11,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,85364,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,6,0.7,-35.8848,1,-80.0,7.48,1,High,2016,7,Q3,0,332,80,3,6,326,0,OfficeDepot Wholesale,Central Hub,13.46,4468.72,In Stock
7135,CA-2017-141439,2017-11-26,2017-12-01,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,2,0.0,43.1904,5,48.0,44.99,0,No Discount,2017,11,Q4,0,108,20,7,2,106,0,DigiSupply Co.,South Depot,23.39,2526.12,In Stock
8519,CA-2017-118003,2017-12-04,2017-12-10,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",12.99,1,0.0,1.5588,6,12.0,12.99,0,No Discount,2017,12,Q4,0,98,50,4,1,97,0,FurniCo Supplies,South Depot,11.43,1120.14,In Stock
9405,CA-2017-141663,2017-04-13,2017-04-17,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,7.92,5,0.2,1.683,4,21.25,1.58,0,Low,2017,4,Q2,0,574,100,2,5,569,0,StationeryHub,Central Hub,1.25,717.5,In Stock
8053,CA-2014-109904,2014-07-14,2014-07-17,Second Class,BF-10975,Barbara Fisher,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,17.94,3,0.0,4.485,3,25.0,5.98,0,No Discount,2014,7,Q3,0,118,60,3,3,115,0,PaperMart Direct,East Warehouse,4.49,529.82,In Stock
36,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,7,0.2,123.4737,2,11.25,156.79,0,Low,2016,12,Q4,0,61,20,7,7,54,0,DigiSupply Co.,East Warehouse,139.15,8488.15,In Stock
6743,US-2017-101784,2017-07-06,2017-07-11,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",122.136,3,0.2,-13.7403,5,-11.25,40.71,1,Low,2017,7,Q3,0,116,25,5,3,113,0,FurniCo Supplies,West Warehouse,45.29,5253.64,In Stock
1878,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.2764,4,-11.25,98.39,1,Low,2017,12,Q4,0,84,25,5,4,80,0,OfficePro Distributors,East Warehouse,109.46,9194.64,In Stock
9240,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,NB-18655,Nona Balk,Corporate,United States,Tallahassee,Florida,32303,South,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,56.784,7,0.2,20.5842,6,36.25,8.11,0,Low,2017,10,Q4,0,289,100,2,7,282,0,StationeryHub,West Warehouse,5.17,1494.13,In Stock
6120,CA-2017-143378,2017-09-19,2017-09-25,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,97477,West,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,23.832,3,0.2,6.5538,6,27.5,7.94,0,Low,2017,9,Q3,0,234,60,3,3,231,0,StationeryHub,South Depot,5.76,1347.84,In Stock
2288,US-2017-112928,2017-06-01,2017-06-05,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Toledo,Ohio,43615,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,5,0.2,1.311,4,7.5,3.5,0,Low,2017,6,Q2,0,81,20,6,5,76,0,OfficeDepot Wholesale,South Depot,3.23,261.63,In Stock
2996,US-2014-150532,2014-07-14,2014-07-21,Standard Class,PB-19150,Philip Brown,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5,0.2,6.291,7,11.25,11.18,0,Low,2014,7,Q3,0,90,40,5,5,85,0,OfficeDepot Wholesale,East Warehouse,9.93,893.7,In Stock
9044,CA-2016-168830,2016-11-07,2016-11-13,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0.0,163.1898,6,34.0,159.99,0,No Discount,2016,11,Q4,0,142,35,5,3,139,0,TechSource Intl,South Depot,105.59,14993.78,In Stock
1727,CA-2015-127453,2015-12-19,2015-12-20,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,4,0.2,7.7728,1,8.75,22.21,0,Low,2015,12,Q4,0,74,20,6,4,70,0,StationeryHub,Central Hub,20.26,1499.24,In Stock
4923,CA-2017-114055,2017-12-25,2017-12-29,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,0.0,1.1946,4,33.0,1.81,0,No Discount,2017,12,Q4,0,343,100,2,2,341,0,OfficeDepot Wholesale,Central Hub,1.21,415.03,In Stock
361,CA-2017-155698,2017-03-08,2017-03-11,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0.0,9.936,3,48.0,10.35,0,No Discount,2017,3,Q1,0,409,90,2,2,407,0,PaperMart Direct,East Warehouse,5.38,2200.42,In Stock
2907,CA-2017-121615,2017-11-03,2017-11-09,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,8.56,2,0.0,3.852,6,45.0,4.28,0,No Discount,2017,11,Q4,0,604,100,2,2,602,0,OfficeDepot Wholesale,East Warehouse,2.35,1419.4,In Stock
8799,US-2016-150140,2016-04-06,2016-04-10,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Burlington,Vermont,5408,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,1294.75,5,0.0,336.635,4,26.0,258.95,0,No Discount,2016,4,Q2,0,22,20,7,5,17,1,TechSource Intl,West Warehouse,191.62,4215.64,Low Stock
3413,CA-2016-100244,2016-09-20,2016-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,11.76,4,0.0,3.1752,4,27.0,2.94,0,No Discount,2016,9,Q3,0,366,60,3,4,362,0,PaperMart Direct,South Depot,2.15,786.9,In Stock
2493,CA-2014-144624,2014-11-19,2014-11-23,Standard Class,JM-15865,John Murray,Consumer,United States,Jamestown,New York,14701,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4548.81,7,0.0,1228.1787,4,27.0,649.83,0,No Discount,2014,11,Q4,0,26,20,7,7,19,1,TechSource Intl,West Warehouse,474.38,12333.88,Low Stock
2992,CA-2016-139010,2016-02-21,2016-02-26,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,31.248,7,0.2,10.9368,5,35.0,4.46,0,Low,2016,2,Q1,0,100,80,3,7,93,0,PaperMart Direct,West Warehouse,2.9,290.0,In Stock
7200,US-2015-156797,2015-08-11,2015-08-15,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,138.0,2,0.0,34.5,4,25.0,69.0,0,No Discount,2015,8,Q3,0,92,20,7,2,90,0,TechSource Intl,Central Hub,51.75,4761.0,In Stock
4402,CA-2016-131737,2016-03-17,2016-03-17,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,971.5,5,0.0,252.59,0,26.0,194.3,0,No Discount,2016,3,Q1,0,216,50,4,5,211,0,OfficePro Distributors,Central Hub,143.78,31056.48,In Stock
6888,CA-2017-120222,2017-04-25,2017-05-02,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763,7,46.0,6.35,0,No Discount,2017,4,Q2,0,373,100,2,3,370,0,PaperMart Direct,Central Hub,3.43,1279.39,In Stock
5995,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",13.52,2,0.2,1.69,0,12.5,6.76,0,Low,2016,12,Q4,0,181,50,4,2,179,0,StationeryHub,Central Hub,5.92,1071.52,In Stock
7671,CA-2015-130974,2015-11-27,2015-11-29,Second Class,MA-17560,Matt Abelman,Home Office,United States,Everett,Massachusetts,2149,East,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,259.98,2,0.0,88.3932,2,34.0,129.99,0,No Discount,2015,11,Q4,0,123,35,5,2,121,0,ElectroTrade Ltd,West Warehouse,85.79,10552.17,In Stock
5507,US-2016-162026,2016-10-08,2016-10-08,Same Day,JE-15745,Joel Eaton,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96,2,0.0,27.882,0,45.0,30.98,0,No Discount,2016,10,Q4,0,415,100,2,2,413,0,OfficeDepot Wholesale,Central Hub,17.04,7071.6,In Stock
624,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,178.901,4,32.22,111.04,0,Low,2015,11,Q4,0,33,20,6,5,28,0,StationeryHub,South Depot,75.26,2483.58,In Stock
8441,CA-2016-158302,2016-12-08,2016-12-12,Second Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",10.584,3,0.2,3.4398,4,32.5,3.53,0,Low,2016,12,Q4,0,341,100,2,3,338,0,OfficeDepot Wholesale,Central Hub,2.38,811.58,In Stock
1958,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12,4,0.0,7.704,4,45.0,4.28,0,No Discount,2017,9,Q3,0,445,100,2,4,441,0,StationeryHub,Central Hub,2.35,1045.75,In Stock
2890,CA-2017-164049,2017-11-02,2017-11-06,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,5,0.0,10.7325,4,45.0,4.77,0,No Discount,2017,11,Q4,0,664,100,2,5,659,0,PaperMart Direct,Central Hub,2.62,1739.68,In Stock
4124,CA-2017-133823,2017-05-11,2017-05-12,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",26.032,2,0.2,9.4366,1,36.25,13.02,0,Low,2017,5,Q2,0,465,80,3,2,463,0,PaperMart Direct,East Warehouse,8.3,3859.5,In Stock
6138,US-2016-142251,2016-10-31,2016-11-04,Second Class,FO-14305,Frank Olsen,Consumer,United States,Hollywood,Florida,33021,South,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,32.064,6,0.2,11.2224,4,35.0,5.34,0,Low,2016,10,Q4,0,439,100,2,6,433,0,PaperMart Direct,South Depot,3.47,1523.33,In Stock
533,US-2017-129441,2017-09-07,2017-09-11,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3,0.0,2.397,4,5.0,15.98,0,No Discount,2017,9,Q3,0,141,50,4,3,138,0,FurniCo Supplies,South Depot,15.18,2140.38,In Stock
5685,CA-2014-164315,2014-04-02,2014-04-08,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605,South,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,0.0,40.274,6,26.0,30.98,0,No Discount,2014,4,Q2,0,79,20,6,5,74,0,OfficeDepot Wholesale,West Warehouse,22.93,1811.47,In Stock
9960,CA-2017-137421,2017-10-06,2017-10-11,Standard Class,AJ-10945,Ashley Jarboe,Consumer,United States,Chandler,Arizona,85224,West,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,9.344,2,0.2,1.8688,5,20.0,4.67,0,Low,2017,10,Q4,0,323,60,3,2,321,0,OfficeDepot Wholesale,West Warehouse,3.74,1208.02,In Stock
7310,CA-2017-112172,2017-06-10,2017-06-14,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10024,East,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,14.13,3,0.0,0.7065,4,5.0,4.71,0,No Discount,2017,6,Q2,0,530,100,2,3,527,0,StationeryHub,Central Hub,4.47,2369.1,In Stock
440,CA-2017-157252,2017-01-20,2017-01-23,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094,3,1.11,69.28,0,Low,2017,1,Q1,0,59,25,5,3,56,0,FurniCo Supplies,East Warehouse,68.51,4042.09,In Stock
